ts,equity
1710442800000,NaN
1710468000000,NaN
1710835200000,NaN
1710885600000,NaN
1711116000000,NaN
1711141200000,NaN
1712026800000,NaN
1712055600000,NaN
1712059200000,NaN
1712167200000,NaN
1712678400000,NaN
1712750400000,NaN
1712944800000,NaN
1713027600000,NaN
1713038400000,NaN
1713114000000,NaN
1713366000000,NaN
1713448800000,NaN
1713981600000,NaN
1714039200000,NaN
1714503600000,NaN
1714546800000,NaN
1714550400000,NaN
1714590000000,NaN
1718071200000,NaN
1718078400000,NaN
1718082000000,NaN
1718096400000,NaN
1718100000000,NaN
1718193600000,NaN
1718956800000,NaN
1719172800000,NaN
1719183600000,NaN
1719194400000,NaN
1719198000000,NaN
1719205200000,NaN
1719208800000,NaN
1719219600000,NaN
1719223200000,NaN
1719244800000,NaN
1719248400000,NaN
1719259200000,NaN
1719979200000,NaN
1719993600000,NaN
1720000800000,NaN
1720036800000,NaN
1720148400000,NaN
1720152000000,NaN
1720396800000,NaN
1720447200000,NaN
1722484800000,NaN
1722520800000,NaN
1722787200000,NaN
1722790800000,NaN
1722816000000,NaN
1722819600000,NaN
1722823200000,NaN
1722837600000,NaN
1722841200000,NaN
1722859200000,NaN
1723406400000,NaN
1723446000000,NaN
1724770800000,NaN
1724792400000,NaN
1724796000000,NaN
1724853600000,NaN
1725426000000,NaN
1725465600000,NaN
1725645600000,NaN
1725728400000,NaN
1726444800000,NaN
1726491600000,NaN
1726495200000,NaN
1726581600000,NaN
1727686800000,NaN
1727719200000,NaN
1727802000000,NaN
1727812800000,NaN
1727816400000,NaN
1727870400000,NaN
1730599200000,NaN
1730642400000,NaN
1734634800000,NaN
1734681600000,NaN
1735495200000,NaN
1735513200000,NaN
1736262000000,NaN
1736269200000,NaN
1736272800000,NaN
1736316000000,NaN
1736769600000,NaN
1736776800000,NaN
1737932400000,NaN
1737936000000,NaN
1737939600000,NaN
1737950400000,NaN
1737954000000,NaN
1737957600000,NaN
1737961200000,NaN
1737997200000,NaN
1738465200000,NaN
1738494000000,NaN
1738544400000,NaN
1738609200000,NaN
1739300400000,NaN
1739329200000,NaN
1740168000000,NaN
1740326400000,NaN
1740434400000,NaN
1740466800000,NaN
1740470400000,NaN
1740477600000,NaN
1740492000000,NaN
1740571200000,NaN
1740592800000,NaN
1740664800000,NaN
1740711600000,NaN
